name,city,state,website,phone,email,source_url,source_name,product_types_raw,processes_inferred,process_for_pages,moq,certs,notes
"Hans Kissle, Co.",HAVERHILL,MA,https://www.hanskissle.com/,(978) 556-4500,,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),Refrigerated coleslaw and salads,,,,,
"Venus Wafers, Inc.",Hingham,MA,https://www.venuswafers.com,781-740-1002,mthompson@venuswafers.com,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),"Crackers, flatbreads, natural and organic, certified Kosher and Non-GMO.",,,,organic; kosher; Non-GMO,Contact: Michael Thompson
"Plenus Group, Inc.",Lowell,MA,https://www.plenus-group.com,978-970-3832,info@plenus-group.com,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),"Frozen soups, sauces and chowders.",frozen; sauces; meat; seafood,sauce/condiment,,USDA,Contact: Jennifer Jolly
"Sauces 'N Love, Inc.",Lynn,MA,https://www.saucesnlove.com,781-595-7771,info@saucesnlove.com,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),"Gluten-Free, Organic/Natural, Vegetarian, Pesto, Other Sauces, Seasonings and Cooking Enhancers, Pasta Sauce, Dessert Toppings.",acidified; bakery; frozen; sauces; salsa; seafood,sauce/condiment,,organic; gluten-free; FDA,Contact: Paolo Volpati-Kedra
Stock Pot Malden LLC,Malden,MA,https://www.stockpotmalden.com,781-605-1426,info@stockpotmalden.com,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),"facility servicing food trucks, food product wholesalers, and caterers",,,,,
Fatboy Foods,Medford,MA,https://www.fbfoods.com,(617) 335-4468,karl@fbfoods.com,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),"Fatboy Foods - Copacker, Product development services, Recipe development, Business development consulting services, Dry shelf storage, Hot packing, Cold packing, Seafoods, Glass, Plastic, Scale-up recipes, We can file forms and paperwork, We can source (find) ingredients, We can source (find) packaging, Private labeling, Other We specialize in small and start-ups",sauces,sauce/condiment,,USDA,Specializes in small and start-ups
"Bake & Joy Foods, Inc.",North Andover,MA,https://www.bakenjoy.com/,978-683-1414,gfregone@bakenjoy.com,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),"Frozen bread dough, pastry, cake and fillings.",bakery; frozen,,min frozen 2600 lbs/ mon,organic; kosher,
"Dimitria Delights, Inc",North Grafton,MA,https://www.dimitriadelights.com/,508-839-3035,,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),"Sweetbread, puff pastry dough and bakery products.",bakery,,,,
"Alfredo's Italian Foods, Mfg. Co. Inc .",Quincy,MA,https://www.aapasta.com/,617-479-6360,lino@aapasta.com,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),,frozen,,,USDA,
Worcester Regional Food Hub,Shrewsbury,MA,https://www.worcester.foodhub.org,508-667-5792,info@worcesterfoodhub.org,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),Incubator kitchen,,,,,Contact: Shon Rainford
"Ashley Food Company, Inc.",Sudbury,MA,https://www.ashleyfood.com,,,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),"Ashley Food Company, Inc. - formerly a Copacker of Sauces and condiments. P. O. Box 912, Sudbury, MA 01776.",sauces,sauce/condiment,,,Listed under Closed Co-Packers
New England Candy Company LLC,West Wareham,MA,https://www.CapeCodProvisions.com,(508) 776-0499,jack@capecodprovisions.com,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),"Commercial kitchen, Packaging, Drop-shipper, Distributor, Dry shelf storage, Plastic, Private labeling, We specialize in small and start-ups, Free Consulting services",,,,,shared kitchen; Specializes in small and start-ups
"Angy's Food Products, Inc.",Westfield,MA,https://angyslandolfifoodgroup.com/,413-572-1010,,https://www.pickyourown.org/copackers-Massachusetts.php,PickYourOwn.org Massachusetts Co-Packers (fetched 2026-08-21),Frozen/Pasta.,frozen,,,,
Chesapeake Bay Snacks,Baltimore,MD,https://www.chesapeakebaysnacks.com,(410) 675-6675,thad@chesapeakebaysnacks.com,https://www.pickyourown.org/copackers-Maryland.php,PickYourOwn.org Maryland Co-Packers (fetched 2026-08-21),"Packaging, Drop-shipper, Distributor, Hot packing, Cold packing, Glass, Plastic, We can source (find) ingredients, We can source (find) packaging, Private labeling, We specialize in small and start-ups",snacks; bottling,,,,Specializes in small and start-ups
Mid Atlantic Foods,Pocomoke City,MD,https://www.mafi.com,410-957-4100,,https://www.pickyourown.org/copackers-Maryland.php,PickYourOwn.org Maryland Co-Packers (fetched 2026-08-21),,meat,,,,
Longmeadow Foods,Gray,ME,https://www.pembertonsgourmet.com,207-657-6446,,https://www.pickyourown.org/copackers-Maine.php,PickYourOwn.org Maine Co-Packers (fetched 2026-08-21),"desserts, sauces, toppings and treats.",sauces,sauce/condiment,,,
"Pemberton's Foods, Inc.",Gray,ME,https://www.pembertonsgourmet.com,207-657-6446,,https://www.pickyourown.org/copackers-Maine.php,PickYourOwn.org Maine Co-Packers (fetched 2026-08-21),"jams, jellies, grilling sauces, salsa, pasta sauce, pesto and dessert toppings.",sauces; salsa,sauce/condiment,,,
Green Geans LLC,Westbrook,ME,https://www.greengeans.com,(207) 413-7988,greengeans207@gmail.com,https://www.pickyourown.org/copackers-Maine.php,PickYourOwn.org Maine Co-Packers (fetched 2026-08-21),"Commercial kitchen, Product development services, Recipe development, Business development consulting services, Plastic, Scale-up recipes, We can source (find) ingredients, We can source (find) packaging, Private labeling, Business services, Other Paid Consulting services",seafood,,,,shared kitchen
Prospectors LLC,Grand Rapids,MI,https://www.drinkprospectors.com,(616) 634-8260,david@drinkprospectors.com,https://www.pickyourown.org/copackers-Michigan.php,PickYourOwn.org Michigan Co-Packers (fetched 2026-08-21),"Recipe development, Packaging, Acidified canning, Hot packing, Cold packing, CERTIFIED ORGANIC , Glass, Plastic, Metal, Scale-up recipes, We can file forms and paperwork, We can source (find) ingredients, We can source (find) packaging, Private labeling, We specialize in small and start-ups, Larger volumes only",hot-fill; acidified; beverage; canning,hot-fill,,organic,Larger volumes only; Specializes in small and start-ups
Proper Beverage Co.,Husdonville,MI,https://www.properbeverage.com,(616) 414-2463,larry.griesbach@properbeverage.com,https://www.pickyourown.org/copackers-Michigan.php,PickYourOwn.org Michigan Co-Packers (fetched 2026-08-21),"Acidified canning, Low acid canning, Metal, Scale-up recipes, We can file forms and paperwork, We can source (find) ingredients, We can source (find) packaging, Private labeling",acidified; beverage; canning,,,,
Qualia Specialty Provisions,Madison Heights,MI,https://qualiaprovisions.com,(248) 930-2332,jared@qualiaprovisions.com,https://www.pickyourown.org/copackers-Michigan.php,PickYourOwn.org Michigan Co-Packers (fetched 2026-08-21),"Dry shelf storage, Nut-free facility, Glass, Plastic, Metal, Paper, Scale-up recipes, We can source (find) ingredients, We can source (find) packaging, Private labeling, Other We specialize in small and start-ups",,,,nut-free,Specializes in small and start-ups
Total Food Package,Spring Lake,MI,https://totalfoodpackage.com/,(616) 847-1868,sales@totalfoodpackage.com,https://www.pickyourown.org/copackers-Michigan.php,PickYourOwn.org Michigan Co-Packers (fetched 2026-08-21),"Dry shelf storage, Kosher, Certified Organic, Nut-free facility, We can source (find) ingredients, We can source (find) packaging, Private labeling, Business services, We specialize in small and start-ups",,,,organic; kosher; nut-free; gluten-free,Specializes in small and start-ups
Food for Thought,Traverse City,MI,https://foodforthought.net,(888) 935-2748,orders@foodforthought.net,https://www.pickyourown.org/copackers-Michigan.php,PickYourOwn.org Michigan Co-Packers (fetched 2026-08-21),"Hot packing, Certified Organic, Larger volumes only",sauces; salsa; bottling,sauce/condiment,,organic,Larger volumes only
G. E. F. Gourmet Foods,Mountain Lake,MN,https://www.gladcorn.com,800-692-6762,greatsnack@frontiernet.net,https://www.pickyourown.org/copackers-Minnesota.php,PickYourOwn.org Minnesota Co-Packers (fetched 2026-08-21),"G. E. F. Gourmet Foods - Copacker, Organic flour, cereal and mixes.",,,,organic,
Healthy For Life Meals,New Hope,MN,https://www.healthyforlifemeals.com,(763) 746-8800,corp@healthyforlifemeals.com,https://www.pickyourown.org/copackers-Minnesota.php,PickYourOwn.org Minnesota Co-Packers (fetched 2026-08-21),"Product development services, QA/QC Product testing services, Recipe development, Business development consulting services, Packaging, Plastic, Scale-up recipes, We can file forms and paperwork, We can source (find) ingredients, We can source (find) packaging, Private labeling, Business services, Larger volumes only, Paid Consulting services",,,,,Larger volumes only
Red Monkey Foods,Mount Vernon,MO,https://www.redmonkeyfoods.com,417-466-9109,jbrinkhofft@redmonkeyfoods.com,https://www.pickyourown.org/copackers-Missouri.php,PickYourOwn.org Missouri Co-Packers (fetched 2026-08-21),"Red Monkey Foods - - Copacker, Full-line Spices, Herbs, Other Sauces, Seasonings and Cooking Enhancers and Rubs.",sauces,sauce/condiment,,,Contact: Jeff Brinkhoff
Favazza Specialty Foods,Saint Louis,MO,https://www.favazzafoods.com,(314) 962-5000,dylan@favazzafoods.com,https://www.pickyourown.org/copackers-Missouri.php,PickYourOwn.org Missouri Co-Packers (fetched 2026-08-21),"Refrigerated storage, Freezer storage, Dry shelf storage, Cold packing, Plastic, Paper, We can source (find) ingredients, We can source (find) packaging, Private labeling",frozen,,,USDA,
Select Brands LLC,Springfield,MO,https://select-brands.net/one-stop/,417-863-0404,sales@select-brands.net,https://www.pickyourown.org/copackers-Missouri.php,PickYourOwn.org Missouri Co-Packers (fetched 2026-08-21),"Contract Manufacturing, Private Labeling, Food Service, Retort Packaging",retort,retort,,SQF; organic; FDA; USDA; Non-GMO; HACCP,
"Indianola Pecan House, Inc.",Indianola,MS,https://www.pecanhouse.com,800-541-6252,pecan@pecanhouse.com,https://www.pickyourown.org/copackers-Mississippi.php,PickYourOwn.org Mississippi Co-Packers (fetched 2026-08-21),"Indianola Pecan House, Inc. - Copacker, Sugar-free, other Chocolate, nuts and other Snacks.",snacks; chocolate,,,,
"Mississippi Cheese Straw Factory, Inc.",Yazoo City,MS,https://www.mscheesestraws.com,800-530-7496,info@mscheesestraws.com,https://www.pickyourown.org/copackers-Mississippi.php,PickYourOwn.org Mississippi Co-Packers (fetched 2026-08-21),"Mississippi Cheese Straw Factory, Inc. - - Copacker, Bread/Biscuits, Cakes/Pastries, Cookies and Other Baked Goods, Hors d'oeuvres and Appetizers. 342-South Mound Street, Yazoo City, MS 39194.",,,,,Contact: Hunter Yerger
West Fork Creations,Red Lodge,MT,https://www.kingscupboard.com,406-446-3060,,https://www.pickyourown.org/copackers-Montana.php,PickYourOwn.org Montana Co-Packers (fetched 2026-08-21),"West Fork Creations - - Copacker, chocolate sauces.",sauces; chocolate,sauce/condiment,,,
"House-Autry Mills, Inc.",Four Oaks,NC,http://www.house-autry.com,800-849-0802,,https://www.pickyourown.org/copackers-North-Carolina.php,PickYourOwn.org North Carolina Co-Packers (fetched 2026-08-21),"House-Autry Mills, Inc. - Copacker, Baking Mixes, Flour, Meals, Sauces, Seasonings and Cooking Enhancers. P. O. Box 460, Four Oaks, NC 27524.",sauces,sauce/condiment,,,
Stormberg Foods,Goldsboro,NC,http://stormbergfoods.com/the-home-of-american-biltong/,(252) 340-2434,,https://www.pickyourown.org/copackers-North-Carolina.php,PickYourOwn.org North Carolina Co-Packers (fetched 2026-08-21),"Product development services, Larger volumes only",,,,,Larger volumes only
LC Foods,Raleigh,NC,https://www.lowcarbfoods.com/,,lcfoodscorp@aol.com,https://www.pickyourown.org/copackers-North-Carolina.php,PickYourOwn.org North Carolina Co-Packers (fetched 2026-08-21),"Refrigerated storage, Freezer storage, Dry shelf storage, Bakery, Plastic, Scale-up recipes, Private labeling, We specialize in small and start-ups",bakery,,,,
Neu Spice and Seasoning LLC,Washington,NC,https://neuspice.com/,(252) 378-7912,flavor@neuspice.com,https://www.pickyourown.org/copackers-North-Carolina.php,PickYourOwn.org North Carolina Co-Packers (fetched 2026-08-21),"Product development services, Recipe development, Packaging, Drop-shipper, Dry shelf storage, Plastic, Scale-up recipes, We can source (find) ingredients, We can source (find) packaging, Private labeling, We specialize in small and start-ups",,,,,Specializes in small and start-ups
Golding Farms Foods,Winston-Salem,NC,https://www.goldingfarmsfoods.com,336-766-6161,information@goldingfarmsfoods.com,https://www.pickyourown.org/copackers-North-Carolina.php,PickYourOwn.org North Carolina Co-Packers (fetched 2026-08-21),Golding Farms Foods - Copacker,,,,,
South Atlantic Packaging,Winston-Salem,NC,https://www.southatlanticpackaging.com,(607) 727-6655,jason@southatlanticpackaging.com,https://www.pickyourown.org/copackers-North-Carolina.php,PickYourOwn.org North Carolina Co-Packers (fetched 2026-08-21),"Packaging, Dry shelf storage, Kosher, Private labeling, Business services, Other We specialize in small and start-ups, Larger volumes only",,,,kosher; SQF; FDA,Larger volumes only
Wanda's Nature Farm Foods,Lincoln,NE,https://www.superbakes.com,800-735-6828,,https://www.pickyourown.org/copackers-Nebraska.php,PickYourOwn.org Nebraska Co-Packers (fetched 2026-08-21),Wanda's Nature Farm Foods - - Copacker,bakery,,,,
Panorama Wellness Production,Omaha,NE,,(531) 200-3646,,https://www.pickyourown.org/copackers-Nebraska.php,PickYourOwn.org Nebraska Co-Packers (fetched 2026-08-21),"Packaging, Refrigerated storage, Freezer storage, Plastic, Scale-up recipes, We can file forms and paperwork, We can source (find) ingredients, We can source (find) packaging, Private labeling",,,,,
El Pinto Foods LLC,Albuquerque,NM,"https://www.elpinto.com/co-packing,-hot-fill-manufacturing,-private-label-manufacturing",505-898-1771,sarah@elpinto.com,https://www.pickyourown.org/copackers-Idaho.php,PickYourOwn.org Idaho Co-Packers (fetched 2026-08-21),"Organic/Natural, Vegetarian Salsa and Dips. 10500 4th Street, Albuquerque, NM 87114.",hot-fill; salsa,hot-fill; sauce/condiment,,organic; SQF,
Fish Ski Provisions,Alcalde,NM,http://fishskiprovisions.com,720-442-0824,fishski@fishskiprovisions.com,https://docs.google.com/spreadsheets/d/e/2PACX-1vTA82aZVxeliPx-7GKPe7UKKzNEvBS9jN1dqVN-U1jqUXflespT9AdkVYHek7RlyVZT68pBUrjIycL3/pub?gid=560248172&single=true&output=csv,"Colorado Co-Pack Directory (public Google Sheet gid=560248172, fetched 2026-08-21)","Dry goods: meals, spices, pasta, feeds, beans, cereals, grains, nuts, and seeds | Macaroni and cheese, grits, spice mixes",,,400 units,,"Contact: Rob McCormack; We're a one stop shop for dry ingredient co-packing, co-branding, and private label packing. FishSki Provisions is happy to lend our food manufacturing expertise to help your brand grow; support your event, and/or private label."
"Cassie's Country Cupboard, LLC",Celina,OH,https://www.cassiescountrycupboard.com,(419) 852-0839,cassie@cassiescountrycupboard.com,https://www.pickyourown.org/copackers-Ohio.php,PickYourOwn.org Ohio Co-Packers (fetched 2026-08-21),"Commercial kitchen, Dry shelf storage, Plastic, We specialize in small and start-ups",,,minimum order quantities,,shared kitchen; Specializes in small and start-ups
"Uncle Jester's Fine Foods, LLC",Dayton,OH,https://www.crazyunclejester.com/co-packing/,937-550-1025,info@crazyunclejester.com,https://www.pickyourown.org/copackers-Ohio.php,PickYourOwn.org Ohio Co-Packers (fetched 2026-08-21),"Dayton, OH 45475.",acidified; sauces; salsa,sauce/condiment,,FDA,
Prime Solutions - BLDG E,Granville,OH,https://www.primesolutionspackaging.com,(614) 400-5484,cs@primechemco.com,https://www.pickyourown.org/copackers-Ohio.php,PickYourOwn.org Ohio Co-Packers (fetched 2026-08-21),"Product development services, Packaging, Drop-shipper, Distributor, Dry shelf storage, Glass, Plastic, Metal, Paper, Scale-up recipes, Scale-up recipes, We can source (find) ingredients, We can source (find) packaging, Private labeling, Business services",,,,,
Signature Sauces,Independence,OH,https://signaturesauces.com/,216-642-4605,info@signaturesauces.com,https://www.pickyourown.org/copackers-Ohio.php,PickYourOwn.org Ohio Co-Packers (fetched 2026-08-21),Signature Sauces - Copacker,sauces,sauce/condiment,,,
Eastgate Group,Lebanon,OH,https://eastgategroup.com/,(513) 934-0018,,https://www.pickyourown.org/copackers-Ohio.php,PickYourOwn.org Ohio Co-Packers (fetched 2026-08-21),"Eastgate Group - Copacker, Packaging, Glass, Plastic, Metal, Scale-up recipes, Scale-up recipes, We can source (find) packaging, Private labeling, Business services",beverage,,,BRC; GFSI; organic; kosher; FDA; USDA,
Waggoner Chocolates,North Canton,OH,https://www.waggonerchocolates.com,,jwaggoner@waggonerchocolates.com,https://www.pickyourown.org/copackers-Ohio.php,PickYourOwn.org Ohio Co-Packers (fetched 2026-08-21),"Waggoner Chocolates - Copacker, Kosher, Cookies, Full-line Chocolate, Full-line Candy and Other Candy.",chocolate,,,kosher,Contact: Joe Waggoner
To-Go Packs,Rockbridge,OH,https://to-gopacks.com,(216) 235-2110,rick@to-gopacks.com,https://www.pickyourown.org/copackers-Ohio.php,PickYourOwn.org Ohio Co-Packers (fetched 2026-08-21),"To-Go Packs - Copacker, Incubator, Product development services, QA/QC Product testing services, Recipe development, Business development consulting services, Packaging, Refrigerated storage, Freezer storage, Dry shelf storage, Acidified canning, Hot packing, Glass, Plastic, Scale-up recipes, Scale-up recipes, We can file forms and paperwork, We can source (find) ingredients, We can source (find) packaging, Private labeling, We specialize in small and start-ups PO BOX 33, Rockbridge, OH 43149.",acidified; canning; sauces,sauce/condiment,,FDA,Specializes in small and start-ups
Woeber Mustard Mfg. Co.,Springfield,OH,https://www.woebermustard.com,800-548-2929,rickschmidt@woebermustard.com,https://www.pickyourown.org/copackers-Ohio.php,PickYourOwn.org Ohio Co-Packers (fetched 2026-08-21),"Woeber Mustard Mfg. Co. - Copacker, Kosher, Other Lifestyle Mustards and Condiments, Vinegar.",,sauce/condiment,,kosher,Contact: Rick Schmidt
Patter Fam Foods Co Packing,Wheelersburg,OH,http://www.patterfamsauces.com/pages/patter-fam-foods,(740)352-2008,patterfamsauce@yahoo.com,https://www.pickyourown.org/copackers-Ohio.php,PickYourOwn.org Ohio Co-Packers (fetched 2026-08-21),,,,,,
Conspirator Beverage,Clackamas,OR,https://www.conspiratorbeverage.com,(503) 714-5062,info@conspiratorbeverage.com,https://www.pickyourown.org/copackers-Oregon.php,PickYourOwn.org Oregon Co-Packers (fetched 2026-08-21),"Packaging, Metal, Scale-up recipes, Private labeling",beverage; canning; bottling,,,,
Oregon Hill Farms,Helens,OR,https://oregonhill.com,(503) 397-2791,info@oregonhill.com,https://www.pickyourown.org/copackers-Oregon.php,PickYourOwn.org Oregon Co-Packers (fetched 2026-08-21),"Acidified canning, Hot packing, Kosher, Nut-free facility, Glass, Plastic, Scale-up recipes, We can source (find) ingredients, We can source (find) packaging, Private labeling, Other We specialize in small and start-ups",acidified; canning,,minimum quantities than the large co-packers require,kosher; nut-free,Specializes in small and start-ups
Bob's Red Mill,Milwaukie,OR,https://www.bobsredmill.com/,503-654-3215,,https://www.pickyourown.org/copackers-Oregon.php,PickYourOwn.org Oregon Co-Packers (fetched 2026-08-21),Dry mixes,,,,,
"St. Cousair, Inc.",Newberg,OR,https://www.stcousair-oregon.com/private-retail.html,(503) 538-2929,info@stcousair-oregon.com,https://www.pickyourown.org/copackers-Oregon.php,PickYourOwn.org Oregon Co-Packers (fetched 2026-08-21),Specializes in Japanese food products,sauces,sauce/condiment,,,
Rock Solid Manufacturing,Portland,OR,https://www.rocksolidmanufacturing.com,(503) 954-3469,admin@rocksolidmanufacturing.com,https://www.pickyourown.org/copackers-Oregon.php,PickYourOwn.org Oregon Co-Packers (fetched 2026-08-21),"Product development services, Recipe development, Packaging, Drop-shipper, Glass, Plastic, Scale-up recipes, Scale-up recipes, We can file forms and paperwork, We can source (find) ingredients, We can source (find) packaging, Private labeling, We specialize in small and start-ups",,,,,Specializes in small and start-ups
Swift Cider,Portland,OR,https://www.swiftcider.com/co-packing,(503) 703-2994,copacking@swiftcider.com,https://www.pickyourown.org/copackers-Oregon.php,PickYourOwn.org Oregon Co-Packers (fetched 2026-08-21),"Product development services, QA/QC Product testing services, Recipe development lab testing services, Business development consulting services, We specialize in small and start-ups",beverage,,,,
"West Coast CoPacker, Inc",Salem,OR,https://westcoastcopacker.com/,(702) 273-9714,info@westcoastcopacker.com,https://www.pickyourown.org/copackers-Oregon.php,PickYourOwn.org Oregon Co-Packers (fetched 2026-08-21),"Hot packing, Cold packing, CERTIFIED ORGANIC , Glass, Plastic, Scale-up recipes, Scale-up recipes, We can source (find) ingredients, We can source (find) packaging, Private labeling, We specialize in small and start-ups",beverage; sauces; salsa,sauce/condiment,,organic; gluten-free; FDA,Specializes in small and start-ups
Millennium Packaging Services Co-packer,Carbondale,PA,https://www.mil-pkg.com,1-570-282-2024,debra.lubitz@mil-pkg.com,https://www.pickyourown.org/copackers-Pennsylvania.php,PickYourOwn.org Pennsylvania Co-Packers (fetched 2026-08-21),"Dry shelf storage, Kosher, Certified Organic, Nut-free facility, Plastic, Paper",,,,organic; kosher; nut-free,
Gaffney Foods,DALLASTOWN,PA,https://www.facebook.com/gaffneyfoods,(717) 378-2451,info@gaffneyfoods.com,https://www.pickyourown.org/copackers-Pennsylvania.php,PickYourOwn.org Pennsylvania Co-Packers (fetched 2026-08-21),"Product development services, Recipe development, Dry shelf storage, Acidified canning, Hot packing, Pickles, relishes, Glass, Plastic, Scale-up recipes, We can file forms and paperwork, We can source (find) ingredients, We can source (find) packaging, Private labeling, Business services, We specialize in small and start-ups, Free Consulting services",acidified; canning; sauces; salsa,sauce/condiment,,,Specializes in small and start-ups
The Sweetery,Anderson,SC,https://www.thesweetery.com,800-752-1188,,https://www.pickyourown.org/copackers-South-Carolina.php,PickYourOwn.org South Carolina Co-Packers (fetched 2026-08-21),"Cakes, candies.",,,,,
Cobalt International Inc.,Rock Hill,SC,https://www.cobaltinternational.com,(803) 830-6675,rparham@cobaltinternational.com,https://www.pickyourown.org/copackers-South-Carolina.php,PickYourOwn.org South Carolina Co-Packers (fetched 2026-08-21),"Product development services, QA/QC Product testing services, Lab testing services, Packaging, Drop-shipper, Distributor, Dry shelf storage, Nut-free facility, Plastic, Scale-up recipes, Scale-up recipes, We can file forms and paperwork, We can source (find) ingredients, We can source (find) packaging, Private labeling, Business services, Other We specialize in small and start-ups, Free Consulting services",,,,nut-free,Specializes in small and start-ups
Doug Jeffords Company,Franklin,TN,https://www.dougjeffords.com,615-373-0044,,https://www.pickyourown.org/copackers-Tennessee.php,PickYourOwn.org Tennessee Co-Packers (fetched 2026-08-21),"Batters, breadings, seasonings, specialty salts, spices, and herbs",,,,,
Porky's Gourmet Foods,Gallatin,TN,https://porkysgourmet.com,615-230-7000,,https://www.pickyourown.org/copackers-Tennessee.php,PickYourOwn.org Tennessee Co-Packers (fetched 2026-08-21),"Sauces, relishes, seasonings, dry rubs and salsas",sauces; salsa,sauce/condiment,,,
Brothers Fine Foods,Lewisburg,TN,https://www.brothersfinefoods.com,877-777-7556,mharris@brothersfinefoods.com,https://www.pickyourown.org/copackers-Tennessee.php,PickYourOwn.org Tennessee Co-Packers (fetched 2026-08-21),"Sauces, salsas, relishes",sauces; salsa,sauce/condiment,,,
Das Jam Haus,Limestone,TN,https://www.dasjamhaus.com,423-257-3460,dasjamhaus@emypeople.net,https://www.pickyourown.org/copackers-Tennessee.php,PickYourOwn.org Tennessee Co-Packers (fetched 2026-08-21),"Pickles, relishes, jams, jellies, salsas, sauces, butters",sauces; salsa,sauce/condiment,,,
T. Ho Foods Inc.,Loudon,TN,https://thofoods.com,(865) 765-0316,thoaiho@thofoods.com,https://www.pickyourown.org/copackers-Tennessee.php,PickYourOwn.org Tennessee Co-Packers (fetched 2026-08-21),"Refrigerated storage, Freezer storage, Hot packing, Cold packing, Glass, Plastic, Paper, Scale-up recipes, Scale-up recipes, Private labeling, We specialize in small and start-ups",sauces,sauce/condiment,,,
"St. Clair Foods, Inc.",Memphis,TN,https://www.stclair.com,901-396-8680,brian@stclair.com,https://www.pickyourown.org/copackers-Tennessee.php,PickYourOwn.org Tennessee Co-Packers (fetched 2026-08-21),"Full-line Frozen, Other Frozen, Ready Meals/Pizza/Soups.",frozen,,,,Contact: Brian Edmonds
Chairmans Foods,Nashville,TN,https://www.chairmansfoods.com,615-231-4315 ext 202,cstaudt@chairmansfoods.com,https://www.pickyourown.org/copackers-Tennessee.php,PickYourOwn.org Tennessee Co-Packers (fetched 2026-08-21),"Soups, stews, chowders, entrees, fillings/toppings, sauces, deli salads, gravies, dips, side dishes",sauces,sauce/condiment,,,Contact: Chris Staudt
Further Farms,Nashville,TN,https://furtherfoods.com,(615)397-3010,josh@furtherfoods.com,https://www.pickyourown.org/copackers-Tennessee.php,PickYourOwn.org Tennessee Co-Packers (fetched 2026-08-21),"Hot sauce, seasonings, relishes, condiments, acidified foods 315 10th Ave. North, Suite 100, Nashville, TN 37203.",acidified; sauces,sauce/condiment,,,Contact: Josh Davis
Standard Functional Food Group Inc. (SFFGI),Nashville,TN,https://www.sffgi.com,615-889-6360,,https://www.pickyourown.org/copackers-Tennessee.php,PickYourOwn.org Tennessee Co-Packers (fetched 2026-08-21),"Functional Food Bars-Sports Nutrition, Weight Management, Functional, Nutritional and more. SQG Level",,,,organic,Contact: Bryan Lewis
Allegro Fine Foods,Paris,TN,https://www.allegromarinade.com/about-us/contract-manufacture,731-642-6113 x224,dgriffo@allegromarinade.com,https://www.pickyourown.org/copackers-Tennessee.php,PickYourOwn.org Tennessee Co-Packers (fetched 2026-08-21),"Sauces, marinades",sauces,sauce/condiment,,,
Nashville Kitchen and Cannery,,TN,https://www.nashvillekitchenandcannery.com,,parker@nashvillekitchenandcannery.com,https://www.pickyourown.org/copackers-Tennessee.php,PickYourOwn.org Tennessee Co-Packers (fetched 2026-08-21),"Jams, jellies, sauces, acidified foods",acidified; sauces,sauce/condiment,,,Contact: Parker Baggett
Tennessee Gourmet,,TN,https://www.tngourmetsauce.com,615-453-1617,mrgreen1@bellsouth.net,https://www.pickyourown.org/copackers-Tennessee.php,PickYourOwn.org Tennessee Co-Packers (fetched 2026-08-21),,sauces,sauce/condiment,,,Contact: Sue Sykes
"EPD, Inc.",Angleton,TX,https://www.epdinc.org,(979) 362-1670,joseph@epdinc.org,https://www.pickyourown.org/copackers-Texas.php,PickYourOwn.org Texas Co-Packers (fetched 2026-08-21),"Recipe development, Packaging, Drop-shipper, Kosher, Certified Organic, Nut-free facility, Glass, Plastic, Metal, Paper, Scale-up recipes, We can source (find) ingredients, We can source (find) packaging, Private labeling, Business services, We specialize in small and start-ups, Larger volumes only, Paid Consulting services",beverage,,,organic; kosher; nut-free,Larger volumes only; Specializes in small and start-ups
Teasdale formerly Jardine Foods,Buda,TX,https://teasdalelatinfoods.com/,512-295-4600,,https://www.pickyourown.org/copackers-Texas.php,PickYourOwn.org Texas Co-Packers (fetched 2026-08-21),"#1 Chisholm Trail Buda, TX 78610.",canning; sauces; salsa,sauce/condiment,,organic,
Colgin,Dallas,TX,https://www.colgin.com/,(888) 226-5446,,https://www.pickyourown.org/copackers-Texas.php,PickYourOwn.org Texas Co-Packers (fetched 2026-08-21),"Professional Contract Packaging, Commercial Drink Packaging, Commercial Sauce Packaging, Contract Liquid Bottling, Contract Private Label Packaging",beverage; sauces; bottling,sauce/condiment,,FDA,
