name,city,state,website,phone,email,source_url,source_name,product_types_raw,processes_inferred,moq,certs,notes
"Manna Foods, LLC",Lebanon,PA,http://www.mannafoods.us/,717-675-2262,info@mannafoods.us,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Ready-to-eat and ready-to-cook foods, snack foods, and candy",snacks; chocolate,,,Contact: Ted Baxter
All Seasons Kitchen,Mohnton,PA,https://www.allseasonskitchen.com/,717-445-4521,dcanarelli@allseasonskitchen.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"BBQ sauce, hot sauce, dressings, marinades, cooking sauces",sauces,,,Contact: Dave Canarelli
Con Yeager Spice Company,New Castle,PA,https://www.conyeagerspice.com,724-202-6513 ext. 297,sales@conyeagerspice.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"spices, seasonings, cures, blended binders, custom blends, private label, cheese, and casings",dairy; dry-blend,,,
Castle Co-Packers LLC,New Kensington,PA,http://castlecopackers.com/,724-339-4040,bdworkin@castlecopackers.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Bottled and canned soft drinks, water, Shelf-stable juice, fresh juice, soft drinks, chocolate or malt or other hot beverages, alcohol-free cocktails or drink mixes, sport or energy drinks, spring or mineral water, powdered drink mix, ice, frozen juices, fresh drupe or stone fruit juice or concentrates",beverage; canning; frozen; dry-blend; chocolate,,,Contact: Brian Dworkin
"Winter Gardens Quality Foods, Inc.",New Oxford,PA,,717-624-4911,info@wintergardens.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Salads, soups, entrees, sauces, and side dishes",sauces,,SQF; FDA; USDA,"Capabilities: USDA, FDA, and SQF Level 2 inspected facility"
Janus Food Group Inc.,Northumberland,PA,http://www.janusfoodgroup.com,570-701-7580,,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Co-manufacturer of shelf-stable foods, specializing in the Tetra Recart packaging format. We offer services from R&D to full-scale production for both human and pet food brands. Popular product categories include broths, sauces, and soups. Our facility is Organic, Kosher, and Gluten-Free certified, as well as USDA FSIS-inspected.",canning; sauces,,organic; gluten-free; kosher; USDA,
Sunny Dell Foods,Oxford,PA,http://www.sunnydell.com/,610-932-5164,csr@tomsturgispretzels.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/ | https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025) | Cornell Food Venture Center — Kitchens/Co-Packers,"Tom Sturgis Pretzels, Inc.",snacks,,,
Case by Case,Philadelphia,PA,https://casepaper.com/,215-316-0339,jbell@casepaper.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Small batch bottling/pouching/blister packaging, for start ups trying to get their product to market or small businesses doing test runs. Specializing in turnkey solutions.",,,,Contact: Justin Bell - Business Operations Manager
Drayhorse Canning and Bottling,Philadelphia,PA,http://www.drayhorse.co,1-215-346-6437,sales@drayhorse.co,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Ready to drink spirits and wine based canned cocktails using shelf stable juices, spirits and extracts. Nootropic and delta 8 drinks. Coffee and energy drinks.",beverage; canning,,,Contact: Tim Sieck
"Stello Foods, Inc.",Punxsutawney,PA,https://stellofoods.com/,800-849-4599,,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Sauces, salsas, peppers, mustards, relishes, vinaigrettes, ketchups, marinades",sauces,,,
"Palace Foods, Inc.",Reading,PA,https://palacefoodsinc.com,610-939-0631,info@palacefoodsinc.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Sauces, mixes, oils",sauces,,,
Tom Sturgis Pretzels,Reading,PA,https://www.tomsturgispretzels.com/,610-775-0335,beckys@tomsturgispretzels.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Extruded hard pretzels, soy pretzels, baked-in-flavor pretzels",snacks; extrusion,,,Contact: Becky Schmaldienst
Byler's Relish House,Saegertown,PA,http://www.bylersrelishhouse.com,814-763-6510,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,
Bylers Relish House,Saegertown,PA,https://bylersrelishhouse.com/,814-763-6510 ext 103,copacking@bylersrelishhouse.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"relish, salsa, bbq sauce, pickles, pickled products, acidified canned food",acidified; canning; sauces,,,Contact: Ephraim Byler
"Pasqualichio Brothers, Inc.",Scranton,PA,https://pasqualichiomeats.com/,800-232-6233,dom@butchervangourmet.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Value-added meat products, specializing in private-label service, as well as their own brand, Butcher Van Gourmet",meat,,,Contact: Dom Pasqualichio
Fresh Roasted Coffee,Sunbury,PA,https://www.freshroastedcoffee.com/,570-495-4300,copacking@freshroastedcoffee.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Bagged coffee, coffee pods, coffee sachets, and espresso capsules.",beverage; stick-pack,,,Contact: Ethan O.
Grouse Hunt Farms Inc.,Tamaqua,PA,https://www.wos-wit.com/,570-467-2850,info@wos-wit.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Salad Dressings, Relishes, Pickles, Peppers, Pickled Vegetables, Hand Packed Fruits, Jelly, Preserves, Salsas, Mustards, Bar-BQ Sauces, Marinades, Cooking sauces; Co-Packing and Private Label",sauces,,,Contact: Christopher Thompson Services: Co-Packing and Private Label
Nutty Novelties,Telford,PA,,267-614-3175,jesse@nuttynovelties.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,
Crave Co-Packing,Verona,PA,,925-808-1548,trever@cravecp.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Crave has low MOQ's and capabilities Include Pickles, Sauces, Dressings, Beverage Mixes, Salsas, Jams, Fillings, … Nearly Anything You Can Put In A Jar!",beverage; sauces,"MOQ's and capabilities Include Pickles, Sauces, Dressings, Beverage Mixes, Salsas, Jam",,
Crave Copacking,Verona,PA,https://cravecp.com/,925-808-1548,trever@cravecp.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Pickles, Sauces, Dressings, Beverage Mixes, Salsas, Jams, Fillings * Low MOQ's",beverage; sauces,MOQ's,,
Pellegrino Foods,Warren,PA,http://www.pellegrinofoods.com/,814-723-3402,,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),Frozen foods and specialty sauces,frozen; sauces,,,
Neilly's Food Development,York,PA,,,sales@neillys.com,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"Custom Blends, Private Label, Dry Mixes (rice, pasta, grains, spices, baking mixes), Soups, Drink mixes, Baked goods, BBQ sauce, hot sauces, dressings, marinades, cooking sauces. Low MOQ's Custom Formulations, Foodservice menu development.",bakery; sauces; dry-blend,"MOQ's Custom Formulations, Foodservice menu development",,Contact: Albert Ndjee
Blount Seafood Corp,Warren,RI,,401-245-8800,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"Frozen: Gravy, seafood, soups, sauces",frozen; sauces,,,
Hope and Main,Warren,RI,,401-245-7400,,https://foodbusiness.ces.ncsu.edu/tools-for-success/other-services-supplies/,NC State Extension Food Business — Other Services & Supplies (Copackers section; page updated Aug 17 2026),,,,,
"Creative Foods, Inc.",Hanahan,SC,,843-747-5102,,https://foodbusiness.ces.ncsu.edu/tools-for-success/other-services-supplies/,NC State Extension Food Business — Other Services & Supplies (Copackers section; page updated Aug 17 2026),,,,,5912 Campbell Street
"Absolutely World Class, Inc.",Abilene,TX,http://absolutelyworldclass.com/,817-578-6772,mason@absolutelyworldclass.com,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
"County Fair Foods, Inc",Arlington,TX,,817-265-0094,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Afia Foods,Austin,TX,https://www.afiafoods.com/,512-963-8963,info@afiafoods.com,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
ATX Specialty Foods,Austin,TX,,512-633-8904,info@atxspecialtyfoods.com,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
The Incubaker,Austin,TX,http://www.theincubaker.com,512-240-6009,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
"Zilks Foods, LLC",Austin,TX,http://www.zilksfoods.com,512-633-8904,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Jardine Foods,Buda,TX,http://www.jardinefoods.com,512-295-4600,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
National Food & Beverage,Dallas,TX,,214-905-9700,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Claude's Sauces,El Paso,TX,http://www.claudessauces.com,915-858-4299,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Fischer Wieser Specialty Foods,Fredericksburg,TX,http://www.jelly.com,830-997-7194,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Renfro Foods,Ft. Worth,TX,http://www.renfrofoods.com,817-336-3849,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Heritage Specialty Foods,Grand Prairie,TX,http://www.hfsfoods.com,972-660-6511,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Pack N Fresh,Grand Prairie,TX,http://www.packnfresh.com,888-703-7374,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Consolidated Mills Inc.,Houston,TX,,713-896-4196,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Henrys Dream,Houston,TX,http://www.tejanosalsa.com,832-877-8227,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Jelco Foods,Houston,TX,,281-794-4778,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Riba Foods Inc.,Houston,TX,http://www.ribafoods.com,713-975-7001,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
"Ron's Home Style Foods, Inc.",Houston,TX,http://www.ronsfoods.com,713-640-2082,sales@ronsfoods.com,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Bartush-Schnitzius Foods Co.,Lewisville,TX,http://www.bartushfoods.com,972-219-1270,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
"Hill Country FoodWorks, LLC",Lockhart,TX,http://www.hillcountryfoodworks.com,512-668-4796,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Gourmet Cuisine,Mesquite,TX,http://www.gourmet-cuisine.com,972-996-2152,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
"Texas Tito's, Inc.",New Braunfels,TX,http://www.texastitos.com,830-626-1123,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Eilenberger's Inc.,Palestine,TX,http://www.eilenbergerbakery.com,903-729-2176,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,baked goods only,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
TexaFrance,Round Rock,TX,http://www.texafrance.com,512-246-2500,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
"Gourmet Recipe Experts, Inc.",Rusk,TX,http://www.uniquelygourmet.com,903-339-2068,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Bay Valley Foods,San Antonio,TX,http://www.bayvalleyfoods.com,210-436-5551,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Creative Food Works Inc.,San Antonio,TX,,210-212-4761,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Son Beverage Company,San Antonio,TX,http://www.sonbeverage.com,210-733-7761,tim@sonbeverage.com,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,cold filled beverages only,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Picklesmith,Taft,TX,http://www.picklesmith.com,361-528-4953,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
New Canaan Farms,Utopia,TX,http://www.newcanaanfarms.com,800-727-5267,,https://aggie-horticulture.tamu.edu/food-technology/food-processing-entrepreneurs/getting-started/co-packers-in-texas/,Texas A&M AgriLife — Food Product Co-Packers in Texas,acidified foods,cold-fill; acidified; bakery; beverage,,,"Most of the co-packers listed here pack acidified foods. Eilenberger's does baked goods only, and Son Beverage Company only does cold filled beverages."
Snack Connector,We are a Co-Packer based in Salt Lake City,UT,http://www.snackconnector.com,801-259-3448,kyler@interstatebait.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"We are a Co-Packer based in Salt Lake City, Utah. We have been in business for more than a decade and have the ability to keep up with a client's needs no matter the growth. We specialize in dried snacks (sunflower seeds, nuts, etc). We can source ingredients, packaging, offer consulting and fulfillment services. With our expertise we can be the solution for any idea or ongoing business.",snacks,,,
Virginia Food Works,Farmville,VA,,434-960-8958,,https://foodbusiness.ces.ncsu.edu/tools-for-success/other-services-supplies/,NC State Extension Food Business — Other Services & Supplies (Copackers section; page updated Aug 17 2026),,,,,Co-packing and commercial kitchen; 7916 Abilene Road
Tripaka,Morrisville,VT,,917-331-9476,tripaka.operations@gmail.comcontact,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,"cold pressed juice, orange and apple juice blends, protein smoothies, plant-based proteins, nut milk, almond milk (or almond mylk), cold brew coffees, lemonades, iced teas, and vegetable dips and dressings; and Solid and dehydrated foods: kale chips, dehydrated root chips, dehydrated leafy vegetables, fruits, jams, etc.",beverage; snacks; sauces; dehydration,,,
Nilda's Desserts,,WA,,,,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,,,,,
Great River Organic Milling,Cochrane,WI,,608-687-9580,rhalverson@greatrivermilling.com,https://www.mda.state.mn.us/minnesota-co-packer-directory,Minnesota Department of Agriculture — Minnesota Co-Packer Directory (reviewed 2018; updated 2022; detailed listings live as of fetch),"Organic whole grains, bread flours, flour blends, hot cereals, pancake mixes",,depends on product,organic,
Croix Valley Foods,Hudson,WI,,612-756-4985,info@croixvalleyfoods.com,https://www.mda.state.mn.us/minnesota-co-packer-directory,Minnesota Department of Agriculture — Minnesota Co-Packer Directory (reviewed 2018; updated 2022; detailed listings live as of fetch),"Acidic and acidified canned foods: BBQ sauces, marinades, salsas, hot sauces, Bloody Mary mixes, beverages, pasta sauces, dry rubs",acidified; beverage; canning; sauces; dry-blend,100 gallons liquid; 150 pounds dry blends,,
TWT Sauce Inc.,Hudson,WI,,651-226-3034,info@jomommas.com,https://www.mda.state.mn.us/minnesota-co-packer-directory,Minnesota Department of Agriculture — Minnesota Co-Packer Directory (reviewed 2018; updated 2022; detailed listings live as of fetch),"Gluten-free facility; acidic and acidified foods: salsa, pasta sauces, cocktail mixes, barbecue, marinades, hot sauces",acidified; beverage; sauces,varies by product,gluten-free,Small-batch production for emerging small businesses
Lakeside Foods Inc.,Manitowoc,WI,,800-466-3834,,https://www.mda.state.mn.us/minnesota-co-packer-directory,Minnesota Department of Agriculture — Minnesota Co-Packer Directory (reviewed 2018; updated 2022; detailed listings live as of fetch),"Private-label frozen and canned vegetables, beans, beverages, salsa, and sauces",beverage; canning; frozen; sauces,,,Focus 100% on Private Brand
Earth Ranch,Passage Jackson,WI,http://www.earthranch.com,312-405-0059,jdoyle@earthranch.com,https://cals.cornell.edu/cornell-agritech/partners-institutes/cornell-food-venture-center/kitchensco-packers,Cornell Food Venture Center — Kitchens/Co-Packers,N173W21170 Northwest Passage,,,,
Kaye Family Foods,River Falls,WI,,612-441-9222,billy@kayefamilyfoods.com,https://www.mda.state.mn.us/minnesota-co-packer-directory,Minnesota Department of Agriculture — Minnesota Co-Packer Directory (reviewed 2018; updated 2022; detailed listings live as of fetch),"BBQ sauce, salsa, hot sauce, bloody mary mix, honey, seasonings, spices, rubs",acidified; canning; sauces; dry-blend,no minimums - order what you need,,Acidic and acidified canned foods
PURIS,Turtle Lake,WI,,612-400-1416,zhubert@purisfoods.com,https://www.mda.state.mn.us/minnesota-co-packer-directory,Minnesota Department of Agriculture — Minnesota Co-Packer Directory (reviewed 2018; updated 2022; detailed listings live as of fetch),"Plant-based ingredients and protein isolates, spray drying, oat base, flour tolling",spray-dry,"20,000 pounds",,Also Oskaloosa IA
Dutch Valley Food Development,,,https://www.dutchvalleyfooddevelopment.com/,,,https://extension.psu.edu/list-of-co-packers-in-pennsylvania-and-beyond/,Penn State Extension — List of Co-packers in Pennsylvania and Beyond (updated Dec 16 2025),"All-Natural and Organic Bulk Foods, our recipes or yours. Soup Mixes, Dip Mixes, Dressing Mixes, Trail Mixes, Baking Mixes, Spice Blends, Hot and Cold Drink Mixes, Bean and Grain Blends, Complete Grain Pilaf Mixes",sauces,,organic,
